time,air-temp-max-degc,rainfall-mm,relative-humidity-max-pct,wind-speed-max-ms
2/4/2022 22:40,8.96,0,58.62,4.965
2/4/2022 22:50,8.83,0,59.98,5.259
2/4/2022 23:00,9.31,0,59.3,5.521
2/4/2022 23:10,9.78,0,56.38,5.129
2/4/2022 23:20,9.68,0,56.52,4.41
2/4/2022 23:30,10.23,0,55.39,4.508
2/4/2022 23:40,10.46,0,52.64,3.136
2/4/2022 23:50,9.92,0,57.19,2.875
2/5/2022 0:00,8.93,0,59.98,3.005
2/5/2022 0:10,8.56,0,63.04,2.973
2/5/2022 0:20,7.638,0,65.01,3.691
2/5/2022 0:30,7.744,0,64.68,3.528
2/5/2022 0:40,7.814,0,63.59,3.593
2/5/2022 0:50,8.29,0,62.98,3.463
2/5/2022 1:00,8.15,0,63.87,3.299
2/5/2022 1:10,8.56,0,62.91,3.169
2/5/2022 1:20,8.5,0,66.62,1.731
2/5/2022 1:30,7.202,0,67.4,2.809
2/5/2022 1:40,7.271,0,67.13,3.267
2/5/2022 1:50,7.951,0,65.7,2.973
2/5/2022 2:00,8.16,0,62.41,1.895
2/5/2022 2:10,7.748,0,65.03,2.156
2/5/2022 2:20,7.137,0,65.23,2.123
2/5/2022 2:30,7.548,0,65.64,0.784
2/5/2022 2:40,7.822,0,66.42,1.731
2/5/2022 2:50,7.822,0,61.9,1.405
2/5/2022 3:00,7.517,0,64.76,0.196
2/5/2022 3:10,7.075,0,65.99,1.503
2/5/2022 3:20,7.279,0,65.1,1.993
2/5/2022 3:30,7.143,0,67.65,2.777
2/5/2022 3:40,7.007,0,67.82,2.711
2/5/2022 3:50,7.007,0,67.55,2.613
2/5/2022 4:00,6.02,0,70.85,3.267
2/5/2022 4:10,5.646,0,71.05,3.234
2/5/2022 4:20,5.714,0,70.07,3.659
2/5/2022 4:30,5.782,0,69.66,3.757
2/5/2022 4:40,5.782,0,69.59,3.822
2/5/2022 4:50,5.51,0,70.54,3.136
2/5/2022 5:00,5.374,0,70.68,2.679
2/5/2022 5:10,5.476,0,69.59,2.548
2/5/2022 5:20,5.51,0,69.52,3.038
2/5/2022 5:30,5.476,0,70.07,3.299
2/5/2022 5:40,5.476,0,70.34,3.169
2/5/2022 5:50,5.238,0,70.54,2.973
2/5/2022 6:00,5.578,0,70.48,4.867
2/5/2022 6:10,6.156,0,67.07,4.802
2/5/2022 6:20,6.361,0,65.24,4.508
2/5/2022 6:30,7.007,0,63.2,4.377
2/5/2022 6:40,7.687,0,60.41,3.953
2/5/2022 6:50,7.789,0,57.28,3.561
2/5/2022 7:00,7.687,0,57.48,2.744
2/5/2022 7:10,7.585,0,57.41,2.809
2/5/2022 7:20,7.551,0,62.45,3.103
2/5/2022 7:30,6.667,0,62.59,3.757
2/5/2022 7:40,6.258,0,65.37,3.136
2/5/2022 7:50,5.85,0,68.1,4.051
2/5/2022 8:00,6.531,0,66.19,4.181
2/5/2022 8:10,7.211,0,64.97,3.071
2/5/2022 8:20,7.959,0,66.33,2.091
2/5/2022 8:30,7.957,0,65.71,1.96
2/5/2022 8:40,7.612,0,64.21,1.143
2/5/2022 8:50,7.951,0,65.67,0.719
2/5/2022 9:00,8.63,0,66.72,1.535
2/5/2022 9:10,9.31,0,65.57,1.666
2/5/2022 9:20,9.71,0,60.53,1.96
2/5/2022 9:30,10.05,0,57.94,1.862
2/5/2022 9:40,10.46,0,58.01,1.666
2/5/2022 9:50,11.34,0,57.94,0.817
2/5/2022 10:00,11.55,0,59.3,1.241
2/5/2022 10:10,11.82,0,59.64,0.817
2/5/2022 10:20,11.88,0,57.79,1.241
2/5/2022 10:30,12.08,0,56.09,1.274
2/5/2022 10:40,12.48,0,56.12,1.339
2/5/2022 10:50,12.62,0,56.42,1.503
2/5/2022 11:00,12.82,0,63.09,1.405
2/5/2022 11:10,12.75,0,65.94,2.091
2/5/2022 11:20,12.62,0,65.47,1.274
2/5/2022 11:30,12.35,0,66.28,2.189
2/5/2022 11:40,11.73,0,63.83,3.267
2/5/2022 11:50,11.63,0,67.17,3.43
2/5/2022 12:00,11.94,0,69.41,3.299
2/5/2022 12:10,12.04,0,71.38,3.561
2/5/2022 12:20,11.94,0,73.28,3.92
2/5/2022 12:30,11.94,0,74.64,4.312
2/5/2022 12:40,12.07,0,76.14,4.835
2/5/2022 12:50,12.14,0,75.87,5.357
2/5/2022 13:00,12.35,0,77.91,5.194
2/5/2022 13:10,12.62,0,78.79,5.031
2/5/2022 13:20,12.89,0,78.45,4.671
2/5/2022 13:30,12.99,0,79.33,4.998
2/5/2022 13:40,13.37,0,78.99,4.573
2/5/2022 13:50,13.23,0,80.2,5.096
2/5/2022 14:00,13.16,0,79.74,4.965
2/5/2022 14:10,13.03,0,79.06,4.867
2/5/2022 14:20,12.72,0,80.6,5.259
2/5/2022 14:30,12.72,0,81.7,5.553
2/5/2022 14:40,12.48,0,82.6,5.488
2/5/2022 14:50,12.75,0,82,5.847
2/5/2022 15:00,13.57,0,81.1,4.737
2/5/2022 15:10,13.77,0,80.9,6.599
2/5/2022 15:20,12.89,0,82.7,6.272
2/5/2022 15:30,12.69,0,83.7,5.847
2/5/2022 15:40,12.69,0,85,5.684
2/5/2022 15:50,12.58,0,85.7,5.978
2/5/2022 16:00,12.58,0,85.9,5.815
2/5/2022 16:10,12.62,0,86.9,5.717
2/5/2022 16:20,12.58,0,86.7,5.717
2/5/2022 16:30,12.75,0,85.8,5.259
2/5/2022 16:40,12.72,0,83.7,5.749
2/5/2022 16:50,12.65,0,81.6,5.782
2/5/2022 17:00,12.62,0,80.4,5.815
2/5/2022 17:10,12.55,0,80.6,5.847
2/5/2022 17:20,12.35,0,81.6,4.933
2/5/2022 17:30,11.94,0,83.3,3.789
2/5/2022 17:40,11.53,0,84.4,3.267
2/5/2022 17:50,11.33,0,85.5,2.221
2/5/2022 18:00,11.53,0,85.7,1.437
2/5/2022 18:10,11.81,0,85.5,1.339
2/5/2022 18:20,11.81,0,84.2,1.241
2/5/2022 18:30,11.95,0,85,1.699
2/5/2022 18:40,11.58,0,85.5,3.234
2/5/2022 18:50,11,0,87.9,3.332
2/5/2022 19:00,11.41,0,88,1.307
2/5/2022 19:10,11.28,0,87.6,1.797
2/5/2022 19:20,11.41,0,89.1,1.797
2/5/2022 19:30,11.34,0,89.6,1.535
2/5/2022 19:40,11.24,0,90.8,2.875
2/5/2022 19:50,11.04,0,90.6,2.842
2/5/2022 20:00,11.07,0,90.2,3.005
2/5/2022 20:10,11.55,0,87.9,2.417
2/5/2022 20:20,11.82,0,71.68,1.731
2/5/2022 20:30,11.48,0,72.02,0.817
2/5/2022 20:40,11.82,0,67.46,1.47
2/5/2022 20:50,11.99,0,73.51,1.241
2/5/2022 21:00,12.02,0,82.8,1.699
2/5/2022 21:10,12.16,0,83.9,1.078
2/5/2022 21:20,12.16,0,80.2,0.98
2/5/2022 21:30,11.96,0,84.6,1.731
2/5/2022 21:40,11.17,0,85.1,1.699
2/5/2022 21:50,10.46,0,83.1,2.646
2/5/2022 22:00,11.11,0,79.56,2.613
2/5/2022 22:10,11.11,0,79.73,2.777
2/5/2022 22:20,10.32,0,75.69,2.287
2/5/2022 22:30,10.8,0,74.13,2.548
2/5/2022 22:40,10.73,0,72.08,2.875
2/5/2022 22:50,9.92,0,70.32,2.123
2/5/2022 23:00,9.41,0,69.37,3.103
2/5/2022 23:10,9.44,0,68.14,3.005
2/5/2022 23:20,9.41,0,67.47,3.267
2/5/2022 23:30,9.34,0,66.79,2.973
2/5/2022 23:40,9.65,0,64.21,2.973
2/5/2022 23:50,9.24,0,64.21,3.463
2/6/2022 0:00,8.83,0,63.59,2.613
2/6/2022 0:10,8.46,0,63.32,2.875
2/6/2022 0:20,8.9,0,65.43,2.646
2/6/2022 0:30,9.04,0,65.4,1.568
2/6/2022 0:40,8.53,0,63.9,2.907
2/6/2022 0:50,8.09,0,65.16,3.43
2/6/2022 1:00,8.8,0,65.19,2.417
2/6/2022 1:10,8.84,0,63.29,3.561
2/6/2022 1:20,8.84,0,63.19,3.757
2/6/2022 1:30,8.73,0,64.41,3.365
2/6/2022 1:40,8.16,0,65.91,3.92
2/6/2022 1:50,9.92,0,63.19,4.573
2/6/2022 2:00,9.41,0,58.97,3.169
2/6/2022 2:10,9.24,0,66.18,3.43
2/6/2022 2:20,9.01,0,64.68,3.92
2/6/2022 2:30,8.87,0,65.3,3.528
2/6/2022 2:40,8.56,0,63.25,4.671
2/6/2022 2:50,8.33,0,64.41,5.39
2/6/2022 3:00,8.39,0,62.85,4.998
2/6/2022 3:10,8.02,0,64.34,3.789
2/6/2022 3:20,8.26,0,63.25,3.855
2/6/2022 3:30,8.33,0,62.1,4.835
2/6/2022 3:40,8.09,0,63.05,5.129
2/6/2022 3:50,7.747,0,65.4,4.312
2/6/2022 4:00,7.951,0,65.4,4.704
2/6/2022 4:10,8.05,0,62.85,5.259
2/6/2022 4:20,8.36,0,62.64,4.541
2/6/2022 4:30,8.56,0,61.83,4.247
2/6/2022 4:40,9.24,0,60.81,4.083
2/6/2022 4:50,9.18,0,59.75,4.083
2/6/2022 5:00,8.9,0,60.67,3.626
2/6/2022 5:10,8.63,0,61.49,3.201
2/6/2022 5:20,8.33,0,62.85,2.679
2/6/2022 5:30,8.02,0,67.68,3.005
2/6/2022 5:40,6.523,0,71.69,3.038
2/6/2022 5:50,5.981,0,71.63,1.993
2/6/2022 6:00,5.78,0,73.06,1.862
2/6/2022 6:10,6.496,0,73.74,1.568
2/6/2022 6:20,6.598,0,74.56,1.437
2/6/2022 6:30,6.054,0,73.74,2.221
2/6/2022 6:40,5.646,0,74.42,2.548
2/6/2022 6:50,6.667,0,74.83,2.287
2/6/2022 7:00,6.633,0,71.9,1.895
2/6/2022 7:10,6.327,0,73.47,2.254
2/6/2022 7:20,5.238,0,76.6,3.201
2/6/2022 7:30,5.374,0,76.6,3.267
2/6/2022 7:40,6.395,0,75.95,3.005
2/6/2022 7:50,7.857,0,73.88,2.679
2/6/2022 8:00,7.687,0,72.11,2.189
2/6/2022 8:10,8.37,0,69.52,1.372
2/6/2022 8:20,9.79,0,71.15,1.045
2/6/2022 8:30,9.69,0,71.9,0.327
2/6/2022 8:40,10.53,0,72.37,0.784
2/6/2022 8:50,10.26,0,74.47,1.503
2/6/2022 9:00,10.12,0,74.94,1.111
2/6/2022 9:10,10.46,0,74.06,1.764
2/6/2022 9:20,10.46,0,72.83,1.993
2/6/2022 9:30,10.59,0,69.84,1.666
2/6/2022 9:40,10.68,0,69.76,0.882
2/6/2022 9:50,10.99,0,71.45,1.437
2/6/2022 10:00,11.13,0,70.77,3.593
2/6/2022 10:10,11.53,0,71.69,3.822
2/6/2022 10:20,11.43,0,72.27,2.777
2/6/2022 10:30,11.63,0,73.49,3.234
2/6/2022 10:40,11.26,0,72.13,3.071
2/6/2022 10:50,11.39,0,74.71,2.613
2/6/2022 11:00,11.43,0,75.93,3.267
2/6/2022 11:10,11.53,0,75.46,3.365
2/6/2022 11:20,11.53,0,74.78,3.463
2/6/2022 11:30,11.73,0,74.3,3.234
2/6/2022 11:40,11.8,0,75.46,3.495
2/6/2022 11:50,12.07,0,76.55,3.822
2/6/2022 12:00,12.07,0,79.13,3.887
2/6/2022 12:10,12.45,0,83.2,4.671
2/6/2022 12:20,12.58,0,83.6,4.737
2/6/2022 12:30,12.62,0,83.2,5.684
2/6/2022 12:40,12.62,0,83.3,5.488
2/6/2022 12:50,12.62,0,84,5.455
2/6/2022 13:00,12.41,0,84.2,5.292
2/6/2022 13:10,12.41,0,84.4,5.913
2/6/2022 13:20,12.55,0,84.2,6.337
2/6/2022 13:30,12.62,0,84.6,6.37
2/6/2022 13:40,12.62,0,86.3,5.88
2/6/2022 13:50,12.62,0,87.2,6.566
2/6/2022 14:00,12.69,0,87.7,6.207
2/6/2022 14:10,12.75,0,87.6,6.239
2/6/2022 14:20,13.06,0,87.6,5.619
2/6/2022 14:30,13.23,0,86.4,5.488
2/6/2022 14:40,13.3,0,87.1,5.488
2/6/2022 14:50,13.16,0,87.3,5.161
2/6/2022 15:00,13.3,0,85.8,4.9
2/6/2022 15:10,13.3,0,87.4,4.998
2/6/2022 15:20,13.33,0,87.6,5.063
2/6/2022 15:30,13.57,0,86.3,4.214
2/6/2022 15:40,13.5,0,86.2,5.717
2/6/2022 15:50,14.25,0,79.81,5.063
2/6/2022 16:00,14.72,0,78.45,4.541
2/6/2022 16:10,16.15,0,76.41,3.365
2/6/2022 16:20,16.9,0,77.23,3.887
2/6/2022 16:30,14.45,0,77.77,5.945
2/6/2022 16:40,14.69,0,75.32,4.377
2/6/2022 16:50,14.72,0,75.46,3.822
2/6/2022 17:00,16.22,0,71.92,4.181
2/6/2022 17:10,16.63,0,67.16,5.684
2/6/2022 17:20,14.66,0,72.88,4.965
2/6/2022 17:30,14.25,0,72.81,4.051
2/6/2022 17:40,16.19,0,62.68,4.606
2/6/2022 17:50,16.56,0,42.15,4.083
2/6/2022 18:00,16.02,0,45.55,1.797
2/6/2022 18:10,15.88,0,44.87,1.372
2/6/2022 18:20,15.47,0,52.28,1.339
2/6/2022 18:30,14.93,0,57.31,0.849
2/6/2022 18:40,13.77,0,63.56,1.111
2/6/2022 18:50,12.96,0,64.65,1.241
2/6/2022 19:00,12.76,0,63.5,1.47
2/6/2022 19:10,13.44,0,58.33,1.241
2/6/2022 19:20,13.07,0,56.57,2.613
2/6/2022 19:30,13.58,0,56.37,2.385
2/6/2022 19:40,12.36,0,59.13,1.797
2/6/2022 19:50,12.7,0,61,2.515
2/6/2022 20:00,12.97,0,57.87,2.254
2/6/2022 20:10,12.91,0,57.02,1.601
2/6/2022 20:20,13.04,0,60.25,1.241
2/6/2022 20:30,12.64,0,62.56,1.274
2/6/2022 20:40,12.06,0,69.57,0.947
2/6/2022 20:50,11.62,0,67.05,1.307
2/6/2022 21:00,11.99,0,58.62,1.47
2/6/2022 21:10,12.09,0,58.35,1.241
2/6/2022 21:20,12.02,0,58.28,0.98
2/6/2022 21:30,12.09,0,59.13,0.784
2/6/2022 21:40,11.68,0,60.73,1.437
2/6/2022 21:50,11.41,0,60.42,2.287
2/6/2022 22:00,11.48,0,61.68,2.025
2/6/2022 22:10,11.41,0,58.35,1.568
2/6/2022 22:20,11.62,0,67.94,1.47
2/6/2022 22:30,11,0,72.66,1.437
2/6/2022 22:40,11.28,0,73.68,1.241
2/6/2022 22:50,11.31,0,73.51,0.751
2/6/2022 23:00,10.39,0,74.12,1.013
2/6/2022 23:10,9.91,0,72.7,1.927
2/6/2022 23:20,9.23,0,73.58,2.777
2/6/2022 23:30,9.44,0,73.58,2.809
2/6/2022 23:40,9.85,0,68.96,3.267
2/6/2022 23:50,10.19,0,64.95,2.907
2/7/2022 0:00,10.09,0,63.32,2.907
2/7/2022 0:10,9.44,0,62.43,2.613
2/7/2022 0:20,10.05,0,58.69,3.103
2/7/2022 0:30,10.6,0,50.26,3.822
2/7/2022 0:40,11.14,0,49.24,4.639
2/7/2022 0:50,11.69,0,49.37,4.867
2/7/2022 1:00,11.68,0,50.53,4.606
2/7/2022 1:10,11.96,0,51.34,3.887
2/7/2022 1:20,11.58,0,56.24,3.463
2/7/2022 1:30,11,0,57.94,3.267
2/7/2022 1:40,10.8,0,62.36,2.777
2/7/2022 1:50,10.94,0,64.74,2.254
2/7/2022 2:00,10.05,0,63.31,2.679
2/7/2022 2:10,9.61,0,64.81,2.613
2/7/2022 2:20,10.05,0,63.04,2.156
2/7/2022 2:30,8.89,0,64.06,2.091
2/7/2022 2:40,8.79,0,64.88,2.352
2/7/2022 2:50,9.03,0,61.82,2.156
2/7/2022 3:00,8.97,0,62.98,2.45
2/7/2022 3:10,7.949,0,64.78,2.973
2/7/2022 3:20,8.09,0,66.18,2.809
2/7/2022 3:30,7.951,0,67,2.94
2/7/2022 3:40,7.951,0,66.11,1.96
2/7/2022 3:50,7.952,0,67.3,1.797
2/7/2022 4:00,7.476,0,70.33,2.548
2/7/2022 4:10,7.751,0,70.33,2.058
2/7/2022 4:20,7.753,0,69.11,1.307
2/7/2022 4:30,7.753,0,70.68,1.666
2/7/2022 4:40,7.823,0,71.02,0.947
2/7/2022 4:50,8.5,0,68.71,2.025
2/7/2022 5:00,8.03,0,69.93,2.352
2/7/2022 5:10,8.98,0,67.07,1.895
2/7/2022 5:20,8.78,0,69.39,2.091
2/7/2022 5:30,8.64,0,69.05,2.777
2/7/2022 5:40,8.37,0,69.73,1.829
2/7/2022 5:50,7.347,0,71.63,1.209
2/7/2022 6:00,7.313,0,72.93,1.339
2/7/2022 6:10,6.599,0,73.47,1.862
2/7/2022 6:20,5.986,0,73.81,2.091
2/7/2022 6:30,5.85,0,73.81,2.417
2/7/2022 6:40,6.395,0,73.67,2.385
2/7/2022 6:50,6.395,0,72.04,2.156
2/7/2022 7:00,5.85,0,74.83,3.267
2/7/2022 7:10,5.136,0,76.26,3.136
2/7/2022 7:20,5.476,0,75.78,3.038
2/7/2022 7:30,6.19,0,76.6,3.267
2/7/2022 7:40,6.327,0,75.51,2.907
2/7/2022 7:50,5.952,0,76.73,3.169
2/7/2022 8:00,7.551,0,76.46,2.875
2/7/2022 8:10,8.5,0,73.81,1.568
2/7/2022 8:20,8.77,0,75.03,0.947
2/7/2022 8:30,8.97,0,77.54,1.013
2/7/2022 8:40,9.72,0,78.66,1.339
2/7/2022 8:50,10.02,0,76.92,1.143
2/7/2022 9:00,10.53,0,76.71,1.274
2/7/2022 9:10,11,0,74.91,1.241
2/7/2022 9:20,11.07,0,73.61,0.686
2/7/2022 9:30,10.94,0,73.37,0.98
2/7/2022 9:40,11.23,0,73.03,1.209
2/7/2022 9:50,11.87,0,71.59,0.719
2/7/2022 10:00,11.8,0,67.57,0.849
2/7/2022 10:10,11.22,0,69.41,2.189
2/7/2022 10:20,11.12,0,74.37,3.038
2/7/2022 10:30,11.12,0,74.85,3.528
2/7/2022 10:40,11.33,0,74.51,4.181
2/7/2022 10:50,11.43,0,76.58,4.279
2/7/2022 11:00,11.46,0,76.82,4.018
2/7/2022 11:10,11.33,0,77.63,4.083
2/7/2022 11:20,11.46,0,80.6,4.279
2/7/2022 11:30,11.39,0,82.7,5.227
2/7/2022 11:40,11.26,0,84.3,5.129
2/7/2022 11:50,11.39,0,84.4,5.325
2/7/2022 12:00,11.6,0,83.8,6.076
2/7/2022 12:10,11.8,0,82.7,6.011
2/7/2022 12:20,11.67,0,82,5.782
2/7/2022 12:30,12.21,0,78.72,5.684
2/7/2022 12:40,12.24,0,81.2,6.272
2/7/2022 12:50,12.11,0,84.4,7.121
2/7/2022 13:00,12.21,0,86.5,7.611
2/7/2022 13:10,12.21,0,87.4,8.95
2/7/2022 13:20,12.35,0,88.1,8.17
2/7/2022 13:30,12.28,0,87.8,9.08
2/7/2022 13:40,12.35,0,87.6,8.75
2/7/2022 13:50,12.55,0,85.9,8.72
2/7/2022 14:00,12.48,0,86.8,8.23
2/7/2022 14:10,12.62,0,87.7,8.69
2/7/2022 14:20,12.62,0,87.7,7.971
2/7/2022 14:30,12.62,0,86.8,7.513
2/7/2022 14:40,12.69,0,85.2,8.07
2/7/2022 14:50,12.69,0,86.5,8.3
2/7/2022 15:00,12.69,0,86.2,7.775
2/7/2022 15:10,12.79,0,86.1,8.23
2/7/2022 15:20,12.96,0,85.5,7.285
2/7/2022 15:30,13.03,0,85.8,7.154
2/7/2022 15:40,13.16,0,85.7,6.827
2/7/2022 15:50,13.37,0,84.6,6.533
2/7/2022 16:00,13.16,0,85.8,7.448
2/7/2022 16:10,13.06,0,85.9,6.991
2/7/2022 16:20,13.03,0,87.4,7.383
2/7/2022 16:30,12.92,0,88.2,7.971
2/7/2022 16:40,12.89,0,87.4,7.905
2/7/2022 16:50,13.16,0,86.4,6.239
2/7/2022 17:00,13.09,0,86.3,6.011
2/7/2022 17:10,13.09,0,86.6,5.945
2/7/2022 17:20,12.96,0,86.9,6.762
2/7/2022 17:30,12.72,0,87.8,6.697
2/7/2022 17:40,12.75,0,87.6,5.194
2/7/2022 17:50,12.75,0,88,3.724
2/7/2022 18:00,12.62,0,88.1,3.234
2/7/2022 18:10,12.35,0,87.7,1.993
2/7/2022 18:20,11.6,0,87.7,1.633
2/7/2022 18:30,11.97,0,87.6,1.045
2/7/2022 18:40,12.52,0,87.6,1.568
2/7/2022 18:50,12.83,0,88,1.96
2/7/2022 19:00,12.7,0,88.3,1.307
2/7/2022 19:10,12.63,0,87.8,1.307
2/7/2022 19:20,12.53,0,88.4,1.274
2/7/2022 19:30,12.16,0,88.3,0.653
2/7/2022 19:40,11.41,0,89.2,0.882
2/7/2022 19:50,11.48,0,89.2,1.797
2/7/2022 20:00,10.22,0,86.6,2.417
2/7/2022 20:10,10.94,0,83.7,2.679
2/7/2022 20:20,11.41,0,83.5,3.332
2/7/2022 20:30,11.41,0,85,2.613
2/7/2022 20:40,11.48,0,86.7,3.561
2/7/2022 20:50,11.34,0,88.4,3.985
2/7/2022 21:00,11.38,0,88.7,4.639
2/7/2022 21:10,11.14,0,89.2,4.443
2/7/2022 21:20,11.14,0,89.1,3.201
2/7/2022 21:30,10.73,0,88,1.568
2/7/2022 21:40,10.46,0,86.1,2.091
2/7/2022 21:50,10.6,0,83,2.091
2/7/2022 22:00,10.6,0,82.1,1.307
2/7/2022 22:10,9.17,0,78.71,1.895
2/7/2022 22:20,8.86,0,77.66,1.895
2/7/2022 22:30,8.83,0,77.66,1.731
2/7/2022 22:40,9,0,78.85,2.287
2/7/2022 22:50,8.69,0,78.89,2.385
2/7/2022 23:00,8.97,0,77.53,2.842
2/7/2022 23:10,9.04,0,76.31,3.136
2/7/2022 23:20,9.14,0,74.07,3.005
2/7/2022 23:30,8.7,0,75.7,2.417
2/7/2022 23:40,8.29,0,77.06,2.417
2/7/2022 23:50,8.36,0,76.86,2.189
2/8/2022 0:00,8.32,0,76.86,1.372
2/8/2022 0:10,8.16,0,77.67,2.189
2/8/2022 0:20,8.16,0,76.59,2.221
2/8/2022 0:30,8.29,0,76.52,1.372
2/8/2022 0:40,8.77,0,76.11,0.817
2/8/2022 0:50,8.9,0,76.83,2.287
2/8/2022 1:00,7.748,0,77.17,2.025
2/8/2022 1:10,7.953,0,76.32,1.666
2/8/2022 1:20,7.989,0,75.84,2.123
2/8/2022 1:30,7.989,0,76.73,1.895
2/8/2022 1:40,7.956,0,76.39,1.862
2/8/2022 1:50,7.243,0,79.79,2.907
2/8/2022 2:00,8.03,0,79.32,2.483
2/8/2022 2:10,8.43,0,75.78,1.764
2/8/2022 2:20,7.585,0,78.44,2.319
2/8/2022 2:30,7.347,0,78.37,2.744
2/8/2022 2:40,7.483,0,76.53,2.679
2/8/2022 2:50,7.755,0,73.61,1.568
2/8/2022 3:00,7.483,0,74.29,2.319
2/8/2022 3:10,7.313,0,74.76,2.058
2/8/2022 3:20,7.925,0,75.78,1.013
2/8/2022 3:30,7.551,0,75.65,1.045
2/8/2022 3:40,7.551,0,75.58,0.098
2/8/2022 3:50,7.415,0,76.19,1.176
2/8/2022 4:00,6.803,0,79.12,1.209
2/8/2022 4:10,6.327,0,79.73,0.686
2/8/2022 4:20,7.143,0,81.2,0.163
2/8/2022 4:30,6.803,0,80.4,1.111
2/8/2022 4:40,6.122,0,82,1.731
2/8/2022 4:50,7.007,0,82.1,1.437
2/8/2022 5:00,7.313,0,79.66,1.47
2/8/2022 5:10,7.279,0,78.98,1.601
2/8/2022 5:20,7.415,0,76.73,1.241
2/8/2022 5:30,6.667,0,79.42,1.307
2/8/2022 5:40,6.19,0,79.66,1.797
2/8/2022 5:50,6.463,0,81.6,1.666
2/8/2022 6:00,5.85,0,82.2,1.535
2/8/2022 6:10,5.714,0,83.6,1.078
2/8/2022 6:20,5.85,0,83.5,1.176
2/8/2022 6:30,6.122,0,83.3,1.372
2/8/2022 6:40,6.054,0,82.2,1.307
2/8/2022 6:50,6.361,0,82.4,1.241
2/8/2022 7:00,6.327,0,84.2,2.221
2/8/2022 7:10,5.85,0,83.9,1.797
2/8/2022 7:20,6.122,0,84.9,2.613
2/8/2022 7:30,5.986,0,84,3.005
2/8/2022 7:40,7.075,0,85.7,2.515
2/8/2022 7:50,7.551,0,82.5,1.47
2/8/2022 8:00,6.939,0,81,2.221
2/8/2022 8:10,7.755,0,81.4,2.123
2/8/2022 8:20,8.57,0,83,2.515
2/8/2022 8:30,8.84,0,83.7,2.515
2/8/2022 8:40,9.28,0,86.2,2.091
2/8/2022 8:50,9.95,0,87.1,1.372
2/8/2022 9:00,9.88,0,87.7,1.633
2/8/2022 9:10,9.98,0,88.2,1.209
2/8/2022 9:20,10.19,0,87.9,1.601
2/8/2022 9:30,10.39,0,88.3,1.699
2/8/2022 9:40,10.39,0,88.7,1.633
2/8/2022 9:50,10.51,0,89.5,1.829
2/8/2022 10:00,10.75,0,90.7,2.221
2/8/2022 10:10,10.72,0,91.5,2.319
2/8/2022 10:20,10.75,0,91.4,2.123
2/8/2022 10:30,10.92,0,91,2.842
